name,link,price,store_name
Sabrent 2TB Rocket Q4 Internal SSD w/ Heatsink $203.99 + FS,https://slickdeals.net/f/15597160-sabrent-2tb-rocket-q4-internal-ssd-w-heatsink-203-99-fs,$203.99,Newegg
,https://slickdeals.net/computer-deals/?page=5,,
"HP Pavilion 15.6"" FHD, AMD Ryzen 7-5700U, 8GB RAM, 512GB SSD, Horizon Blue, Windows 10, 15-eh1070wm - Walmart.com $599",https://slickdeals.net/f/15597766-hp-pavilion-15-6-fhd-amd-ryzen-7-5700u-8gb-ram-512gb-ssd-horizon-blue-windows-10-15-eh1070wm-walmart-com-599,$599,Walmart
Lenovo Legion M200 Mouse - $10.99 w/ Free Shipping @ Lenovo,https://slickdeals.net/f/15597613-lenovo-legion-m200-mouse-10-99-w-free-shipping-lenovo,$10.99,
Intel Core i7-12700K 3.6 GHz 12-Core / 20-Thread LGA 1700 Desktop Processor $364.99,https://slickdeals.net/f/15597052-intel-core-i7-12700k-3-6-ghz-12-core-20-thread-lga-1700-desktop-processor-364-99,$364.99,Newegg
"2TB PNY XLR8 CS3040 NVME PCIe Gen4 (5600 read/4300 write) x4 M.2 Solid State Drive W/ Heatsink $230, W/O Heatsink (PS5 Compabitle)  $210",https://slickdeals.net/f/15597436-2tb-pny-xlr8-cs3040-nvme-pcie-gen4-5600-read-4300-write-x4-m-2-solid-state-drive-w-heatsink-230-w-o-heatsink-ps5-compabitle-210,$210,Amazon
Dual Monitor Desk Mount Stand Full Motion Swivel Computer Monitor Arm Fits 2 Screens up to 32''  $44.90,https://slickdeals.net/f/15597406-dual-monitor-desk-mount-stand-full-motion-swivel-computer-monitor-arm-fits-2-screens-up-to-32-44-90,$44.90,Amazon
1TB Sabrent Rocket Q4 NVMe SSD $93.49,https://slickdeals.net/f/15596494-1tb-sabrent-rocket-q4-nvme-ssd-93-49,$93.49,Newegg
PNY 128GB Duo Link USB 3.1 Type-C/Type-A OTG Flash Drive (130MB/s) $20,https://slickdeals.net/f/15597025-pny-128gb-duo-link-usb-3-1-type-c-type-a-otg-flash-drive-130mb-s-20,$20,Amazon
Team 32GB Dash Card microSDHC UHS-I/U1 Class 10 Memory Card with Adapter for $4.99,https://slickdeals.net/f/15596638-team-32gb-dash-card-microsdhc-uhs-i-u1-class-10-memory-card-with-adapter-for-4-99,$4.99,Newegg
"128GB Samsung Evo Plus SDXC Full Size SD Card U3 Class (30MB/s write, 100MB/s read) $14",https://slickdeals.net/f/15596359-128gb-samsung-evo-plus-sdxc-full-size-sd-card-u3-class-30mb-s-write-100mb-s-read-14,$14,Amazon
"MSI Creator 32"" Class UHD IPS Monitor - $499",https://slickdeals.net/f/15596473-msi-creator-32-class-uhd-ips-monitor-499,$499,
Yoga 7i (15”) - Slate Grey | Lenovo US $1059,https://slickdeals.net/f/15596455-yoga-7i-15-slate-grey-lenovo-us-1059,"$1,059",Lenovo
SanDisk 1TB Ultra Dual Drive Luxe USB Type-C - SDDDC4-1T00-G46 $99.99 w/Free shipping at Amazon,https://slickdeals.net/f/15596428-sandisk-1tb-ultra-dual-drive-luxe-usb-type-c-sdddc4-1t00-g46-99-99-w-free-shipping-at-amazon,$99.99,Amazon
MECO Cordless Air Duster Computer Keyboard Cleaner Blower Electric for Computer 45000RPM Replaces Compressed Air Cans $37.99,https://slickdeals.net/f/15595249-meco-cordless-air-duster-computer-keyboard-cleaner-blower-electric-for-computer-45000rpm-replaces-compressed-air-cans-37-99,$47.99,Walmart
$195.49 Inland Performance 2TB SSD PCIe Gen 4.0 and $101.99 1TB,https://slickdeals.net/f/15595684-195-49-inland-performance-2tb-ssd-pcie-gen-4-0-and-101-99-1tb,$101.99,Amazon
AMD Ryzen 5 5600G $221.5,https://slickdeals.net/f/15595348-amd-ryzen-5-5600g-221-5,$221.50,B&H Photo Video
WD Blue 2.5-Inch 3D NAND SATA SSD 1TB $90,https://slickdeals.net/f/15595843-wd-blue-2-5-inch-3d-nand-sata-ssd-1tb-90,$90,Walmart
SanDisk 1TB Extreme microSDXC UHS-I Memory Card w/ Adapter $150 + Free Shipping $149.99,https://slickdeals.net/f/15595603-sandisk-1tb-extreme-microsdxc-uhs-i-memory-card-w-adapter-150-free-shipping-149-99,$149.99,Amazon
"Microcenter Stores: 128GB Apple iPad Pro 12.9"" Wi-Fi Tablet (Latest Model)",https://slickdeals.net/f/15594709-apple-ipad-pro-12-9-space-gray-wifi-256gb-999-99,$900,
"Team 128GB microSDXC UHS-I/U1 Class 10 Memory Card with Adapter, Speed Up to 80MB/s (TUSDX128GUHS03) $11.99",https://slickdeals.net/f/15595540-team-128gb-microsdxc-uhs-i-u1-class-10-memory-card-with-adapter-speed-up-to-80mb-s-tusdx128guhs03-11-99,$11.99,Newegg
Micro Center: Intel Core i5-12600K 3.7 GHz 10-Core LGA 1700 Processor,https://slickdeals.net/f/15594316-intel-core-i5-12600k-core-i5-12th-gen-alder-lake-10-core-6p-4e-3-7-ghz-lga-1700-279-98,$250,Micro Center
"Refurbished Gateway GWTN156-11BL 15.6"" FHD Pentium Silver N5030 1.1GHz Intel HD Graphics 4GB RAM 128GB SSD Win 10 Home in S Mode Blue~$149 @ Walmart.com~Free Shipping!",https://slickdeals.net/f/15594619-refurbished-gateway-gwtn156-11bl-15-6-fhd-pentium-silver-n5030-1-1ghz-intel-hd-graphics-4gb-ram-128gb-ssd-win-10-home-in-s-mode-blue-149-walmart-com-free-shipping,$149,Walmart
"WD 2TB Elements Portable External Hard Drive HDD, USB 3.0, Compatible with PC, Mac, PS4 & Xbox - WDBU6Y0020BBK-WESN $57.99",https://slickdeals.net/f/15594265-wd-2tb-elements-portable-external-hard-drive-hdd-usb-3-0-compatible-with-pc-mac-ps4-xbox-wdbu6y0020bbk-wesn-57-99,$59.99,Amazon
MSI GE76 Raider Gaming Laptop - 11th Gen Intel Core i7-11800H - GeForce RTX 3060 - 144HZ 1080p $1299.99,https://slickdeals.net/f/15595024-msi-ge76-raider-gaming-laptop-11th-gen-intel-core-i7-11800h-geforce-rtx-3060-144hz-1080p-1299-99,"$1,299.99",Costco Wholesale
12-Month Microsoft 365 Personal (1-User) + 1-Year ESET NOD32 Antivirus,https://slickdeals.net/f/15593923-microsoft-365-eset-or-bitdefender-as-low-as-39-98,$40,Newegg
"Dell Inspiron 3880 Desktop PC, Intel Core i5, 8GB Memory, 1TB Hard Drive/256GB Solid State Drive, Windows® 11 Home at Office Depot $529",https://slickdeals.net/f/15594952-dell-inspiron-3880-desktop-pc-intel-core-i5-8gb-memory-1tb-hard-drive-256gb-solid-state-drive-windows-11-home-at-office-depot-529,$529.99,
"Walmart in store YMMV. LG 32"" UltraGear QHD (2560×1440) 165Hz HDR 10 Monitor with FreeSync reg $349 now $63-$150",https://slickdeals.net/f/15593476-walmart-in-store-ymmv-lg-32-ultragear-qhd-2560-1440-165hz-hdr-10-monitor-with-freesync-reg-349-now-63-150,$150,Walmart
Sabrent USB 3.2 Type-C Tool-Free Enclosure for M.2 NVMe SSD (EC-SNVE) via Newegg $22.95,https://slickdeals.net/f/15594010-sabrent-usb-3-2-type-c-tool-free-enclosure-for-m-2-nvme-ssd-ec-snve-via-newegg-22-95,$22.95,Newegg
Lg- 8x external double layer DVD RW/CD-RW Drive on Sale at Best Buy $24.99,https://slickdeals.net/f/15593965-lg-8x-external-double-layer-dvd-rw-cd-rw-drive-on-sale-at-best-buy-24-99,$24.99,Best Buy
,https://slickdeals.net/computer-deals/?page=6,,
Ubiquiti UniFi 6 Pro Wi-Fi 6 Access Point,https://slickdeals.net/f/15592978-ubiquiti-unifi-6-pro-wi-fi-6-access-point-149-free-shipping,$149,
"Microcenter In-Store Only Additional Ten Percent Off SSD, Memory, Cases, Cooling, Power Supply and Monitors",https://slickdeals.net/f/15593239-microcenter-in-store-only-additional-ten-percent-off-ssd-memory-cases-cooling-power-supply-and-monitors,,
Micro Center Stores: Intel i9-12900K 3.2GHz 16-Core Processor,https://slickdeals.net/f/15592639-intel-core-i9-12900k-unlocked-16-core-3-2ghz-desktop-processor-micro-center-in-store-499-99,$500,Micro Center
"Microcenter In-Store Only: Ryzen 5 5600X $240, 5900X $450, 5600G $200, 5700G $250",https://slickdeals.net/f/15592840-microcenter-in-store-only-ryzen-5-5600x-240-5900x-450-5600g-200-5700g-250,$240,Micro Center
AMD Ryzen 7 5700G 3.8Ghz 8-Core Processor w/ Wraith Stealth Cooler,https://slickdeals.net/f/15592375-amd-ryzen-7-5700g-cezanne-3-8ghz-8-core-am4-boxed-processor-wraith-stealth-cooler-included-250,$250,Micro Center
AMD Ryzen 5 5600G Cezanne 3.9GHz 6-Core AM4 Boxed Processor,https://slickdeals.net/f/15592372-amd-ryzen-5-5600g-cezanne-3-9ghz-6-core-am4-boxed-processor-wraith-stealth-cooler-included-200,$200,Micro Center
AMD Ryzen 7 5800X Desktop Processor $343.99,https://slickdeals.net/f/15593371-amd-ryzen-7-5800x-desktop-processor-343-99,$343.99,Newegg
Costco Members: 1TB SanDisk NVME Extreme Portable Solid State Drive,https://slickdeals.net/f/15591979-costco-members-1tb-sandisk-nvme-extreme-portable-solid-state-drive-100-free-shipping,$100,
"64GB Samsung 10.4"" Galaxy Tab S6 Lite + Cover (Open Box)",https://slickdeals.net/f/15591967-samsung-galaxy-tab-s6-lite-open-box-bundle-219,$219,eBay
Inseego Wavemaker FG2000 5G WIFI Router (GSM UNLOCKED) $449.99,https://slickdeals.net/f/15593440-inseego-wavemaker-fg2000-5g-wifi-router-gsm-unlocked-449-99,$449.99,eBay
Western Digital Flash Sale $11.24+,https://slickdeals.net/f/15592960-western-digital-flash-sale-11-24,$11.24,
WD Gaming Drive External HDD 2TB for $67.49 + Free Shipping,https://slickdeals.net/f/15592870-wd-gaming-drive-external-hdd-2tb-for-67-49-free-shipping,$67.49,Western Digital
1TB Samsung T7 Touch External USB 3.2 Gen 2 Portable SSD w/ Hardware Encryption,https://slickdeals.net/f/15591100-1tb-samsung-t7-touch-external-usb-3-2-gen-2-portable-ssd-w-hardware-encryption-140-free-shipping,$140,Amazon
"IN STORE ONLY/ YMMV  HP 15.6"" FHD, AMD R5-5500U, 8GB RAM, 256GB SSD, SPRUCE BLUE, Windows 11, 15-ef2126wm $299",https://slickdeals.net/f/15591118-in-store-only-ymmv-hp-15-6-fhd-amd-r5-5500u-8gb-ram-256gb-ssd-spruce-blue-windows-11-15-ef2126wm-299,$299,
"Gateway Touch Laptop (Refurb): Celeron N4020, 11.6"" 1366x768, 4GB RAM, 64GB eMMC",https://slickdeals.net/f/15590836-refurbished-gateway-11-6-2-in-1-touchscreen-laptop-celeron-n4020-1-1ghz-intel-uhd-graphics-600-4gb-ram-64gb-ssd-109,$109,Walmart
500GB WD_BLACK SN750 SE NVMe Solid State Drive,https://slickdeals.net/f/15590737-500gb-wd-black-sn750-se-nvme-solid-state-drive-50-free-shipping,$50,Amazon
"Microsoft Surface Pro 7 12.3"" Touch Screen Intel Core i7 16GB Memory 512GB SSD Device Only Matte Black VAT-00016 - Best Buy $1299",https://slickdeals.net/f/15591700-microsoft-surface-pro-7-12-3-touch-screen-intel-core-i7-16gb-memory-512gb-ssd-device-only-matte-black-vat-00016-best-buy-1299,"$1,299",Best Buy
2TB PNY XLR8 CS3040 M.2 NVMe PCle Gen 4 x4 Internal Solid State Drive $215 + Free Shipping,https://slickdeals.net/f/15591196-2tb-pny-xlr8-cs3040-m-2-nvme-pcle-gen-4-x4-internal-solid-state-drive-215-free-shipping,$215,Best Buy
Costco Members: 2-Pk TP-Link Deco AX5700 Tri-Band Smart Home Mesh Wi-Fi 6 System,https://slickdeals.net/f/15590425-costco-tp-link-deco-ax5700-tri-band-smart-whole-home-mesh-wi-fi-6-system-2-pack-249-99,$250,Costco Wholesale
Monoprice 1.5ft USB 3.0 Type A Male to Female Extension Cable $3.49,https://slickdeals.net/f/15591121-monoprice-1-5ft-usb-3-0-type-a-male-to-female-extension-cable-3-49,$3.49,Amazon
"Costco Netgear Nighthawk $129.99 after $70 off, avail in store $129.99",https://slickdeals.net/f/15590980-costco-netgear-nighthawk-129-99-after-70-off-avail-in-store-129-99,$129.99,Costco Wholesale
"Acer Aspire 5 Laptop: 14"" FHD IPS, i5-1135G7, 8GB DDR4, 256GB SSD",https://slickdeals.net/f/15590011-acer-aspire-5-laptop-14-fhd-ips-i5-1135g7-8gb-ddr4-256gb-ssd-429-free-shipping,$429,Walmart
Netgear Dual-Band AC1200 Router w/ 8 x 4 DOCSIS 3.0 Cable Modem (C6220) $56 + Free Shipping,https://slickdeals.net/f/15591124-netgear-dual-band-ac1200-router-w-8-x-4-docsis-3-0-cable-modem-c6220-56-free-shipping,$55.99,Best Buy
Select Costco Locations: 2-Pack 256GB SanDisk microSDXC Card,https://slickdeals.net/f/15589114-select-costco-locations-2-pack-256gb-sandisk-microsdxc-card-30-in-store-only,$30,Costco Wholesale
HP 256GB x900w USB 3.0 Flash Drive $21.99 + Free Ship w/Prime,https://slickdeals.net/f/15589312-hp-256gb-x900w-usb-3-0-flash-drive-21-99-free-ship-w-prime,$21.99,Amazon
Samsung EDU/EPP: 2TB Samsung 970 EVO Plus M.2 PCIe NVMe SSD,https://slickdeals.net/f/15589456-samsung-970-evo-plus-nvme-m-2-ssd-2tb-229-99-fs-197-99-w-edu-or-perks-work,$198,
SanDisk 256GB Ultra Dual Drive Go USB Type-C Flash Drive $27.7,https://slickdeals.net/f/15590542-sandisk-256gb-ultra-dual-drive-go-usb-type-c-flash-drive-27-7,$27.70,Amazon
Laser Engraver Aufero Laser 2 with the LU2-2 Laser Module (1-1.6W) $269.99,https://slickdeals.net/f/15589930-laser-engraver-aufero-laser-2-with-the-lu2-2-laser-module-1-1-6w-269-99,$269.99,
,https://slickdeals.net/computer-deals/?page=7,,
Costco USA February 2022 Coupon (2/2-2/27),https://slickdeals.net/f/15587746-costco-usa-february-2022-coupon-2-2-2-27,,
AMD Ryzen 5 5600G 6-Core 12-Thread Unlocked Desktop Processor w/ Radeon Graphics,https://slickdeals.net/f/15587737-amd-ryzen-5-5600g-6-core-12-thread-unlocked-desktop-processor-w-radeon-graphics-220-free-shipping,$220,Amazon
1TB SK hynix Gold P31 PCIe NVMe Gen3 M.2 2280 Internal Solid State Drive,https://slickdeals.net/f/15587938-sk-hynix-gold-p31-gen3-m-2-nvme-ssd-1tb-109-99-at-sk-hynix-via-amazon,$110,Amazon
"$29.99 - HP S750 256 GB Solid State Drive, 2.5"" Internal, SATA (SATA/600)",https://slickdeals.net/f/15589354-29-99-hp-s750-256-gb-solid-state-drive-2-5-internal-sata-sata-600,$29.99,
Microsoft - Surface Laptop Studio – 14.4” Touch Screen – Intel Core i5 -16GB Memory – 512GB SSD - Platinum $1599.99,https://slickdeals.net/f/15588709-microsoft-surface-laptop-studio-14-4-touch-screen-intel-core-i5-16gb-memory-512gb-ssd-platinum-1599-99,"$1,599.99",Best Buy
"HP Envy x360 13-ay1035nr 2-in-1 Laptop: 13.3"" FHD 400-nits IPS Touch, Ryzen 7 5800U, 16GB DDR4, 512GB PCIe SSD, Win11H @ $899.99 + F/S",https://slickdeals.net/f/15588487-hp-envy-x360-13-ay1035nr-2-in-1-laptop-13-3-fhd-400-nits-ips-touch-ryzen-7-5800u-16gb-ddr4-512gb-pcie-ssd-win11h-899-99-f-s,$899.99,
PNY 128GB Elite USB 3.2 Flash Drive $12.99,https://slickdeals.net/f/15588154-pny-128gb-elite-usb-3-2-flash-drive-12-99,$12.99,Walmart
"27"" Monoprice Dark Matter 1080p 240Hz 1ms AHVA Gaming Monitor (40778) $262.22 + Free Shipping",https://slickdeals.net/f/15588085-27-monoprice-dark-matter-1080p-240hz-1ms-ahva-gaming-monitor-40778-262-22-free-shipping,$262.22,
"Cooler Master CK530 V2 Tenkeyless Mechanical Gaming Keyboard w/ Red Switches (Gunmetal, Black) $70 + Free Shipping",https://slickdeals.net/f/15588058-cooler-master-ck530-v2-tenkeyless-mechanical-gaming-keyboard-w-red-switches-gunmetal-black-70-free-shipping,$70,
"10.9"" Apple iPad Air 64GB WiFi 4th Gen Tablet (Various Colors) $539 + Free Shipping",https://slickdeals.net/f/15587176-10-9-apple-ipad-air-64gb-wifi-4th-gen-tablet-various-colors-539-free-shipping,$539,Walmart
Cooler Master MWE White V2 550W PSU $39.30,https://slickdeals.net/f/15587077-cooler-master-mwe-white-v2-550w-psu-39-30,$39.30,
"32"" Samsung S60A 2560x1440 HDR10 Eye Care Monitor $280 + free s/h at Amazon",https://slickdeals.net/f/15586372-32-samsung-s60a-2560x1440-hdr10-eye-care-monitor-280-free-s-h-at-amazon,$280,Amazon
"Micro Center Stores: 43"" Samsung LS43AM700 4K UHD 60Hz Smart Monitor",https://slickdeals.net/f/15585556-samsung-ls43am700-43-4k-monitor-430-at-microcenter,$430,
"27"" Samsung Odyssey G7 Gaming Monitor w/ discount program - $461.99",https://slickdeals.net/f/15586354-27-samsung-odyssey-g7-gaming-monitor-w-discount-program-461-99,$461.99,
Woojer Haptic Vest Flash Sale $300,https://slickdeals.net/f/15586252-woojer-haptic-vest-flash-sale-300,$300,
SSUPD Meshlicious Tempered Glass Black Mini-ITX SFF Case $90,https://slickdeals.net/f/15586531-ssupd-meshlicious-tempered-glass-black-mini-itx-sff-case-90,$90,Newegg
"Costco 16.1"" HP Victus Gaming Laptop Geforce 3060 - Ryzen 7 5800h - $1,199.99",https://slickdeals.net/f/15585184-costco-16-1-hp-victus-gaming-laptop-geforce-3060-ryzen-7-5800h-1-199-99,"$1,199.99",Costco Wholesale
"MSI Optix 27"" Gaming Monitor - IPS - 1080P - 165Hz - 1ms - $169.99",https://slickdeals.net/f/15583330-msi-optix-27-gaming-monitor-ips-1080p-165hz-1ms-169-99,$169.99,Costco Wholesale
mercury white Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Chaging dock - $85.95,https://slickdeals.net/f/15584092-mercury-white-razer-viper-ultimate-lightweight-wireless-gaming-mouse-rgb-chaging-dock-85-95,$85.95,Amazon
Western Digital 500GB WD Blue SN570 NVMe Internal Solid State Drive SSD $49.99,https://slickdeals.net/f/15583390-western-digital-500gb-wd-blue-sn570-nvme-internal-solid-state-drive-ssd-49-99,$49.99,Amazon
Logitech HD Webcam C615 (black) $40 + free shipping,https://slickdeals.net/f/15583363-logitech-hd-webcam-c615-black-40-free-shipping,$40,
5-Ft Monoprice Flexboot Cat6 Ethernet Patch Cable (Black),https://slickdeals.net/f/15582412-5-ft-monoprice-flexboot-cat6-ethernet-patch-cable-black-2-50,$2.50,Amazon
Combo: 2X Team Group 64GB Elite microSDXC Memory Card $11.99,https://slickdeals.net/f/15583657-combo-2x-team-group-64gb-elite-microsdxc-memory-card-11-99,$11.99,Newegg
WD WD_BLACK SN850 1TB Internal PCIe Gen 4 x4 NVMe Gaming Solid State Drive with Heatsink for Desktops WDBAPZ0010BNC-WRSN - $179.99,https://slickdeals.net/f/15582973-wd-wd-black-sn850-1tb-internal-pcie-gen-4-x4-nvme-gaming-solid-state-drive-with-heatsink-for-desktops-wdbapz0010bnc-wrsn-179-99,$189.99,Best Buy
iZotope RX Elements 8 Audio Restoration Audio Plugin (Digital Download),https://slickdeals.net/f/15581905-izotope-rx-elements-audio-repair-plugin-20,$20,
"$24.99 - Lexar NQ100 240GB 2.5” SATA III Internal SSD, Solid State Drive, Up to 550MB/s Read (LNQ100X240G-RNNNU)",https://slickdeals.net/f/15582190-24-99-lexar-nq100-240gb-2-5-sata-iii-internal-ssd-solid-state-drive-up-to-550mb-s-read-lnq100x240g-rnnnu,$24.99,Amazon
Logitech K480 Multi-Device Bluetooth Wireless Keyboard $29.99,https://slickdeals.net/f/15582745-logitech-k480-multi-device-bluetooth-wireless-keyboard-29-99,$29.99,
"SanDisk - Ultra 64GB USB 3.1, USB Type-C Flash Drive $12.29 at Amazon",https://slickdeals.net/f/15582262-sandisk-ultra-64gb-usb-3-1-usb-type-c-flash-drive-12-29-at-amazon,$12.29,Amazon
,https://slickdeals.net/computer-deals/?page=8,,
"27"" Acer Nitro VG271U WQHD 144Hz IPS LED Monitor @Staples $250",https://slickdeals.net/f/15581566-27-acer-nitro-vg271u-wqhd-144hz-ips-led-monitor-staples-250,$250,Staples
1TB XPG GAMMIX S70 Blade PCIe Gen4 M.2 2280 Internal Gaming Solid State Drive,https://slickdeals.net/f/15580213-adata-xpg-gammix-s70-blade-1tb-internal-pcie-gen4-m-2-2280-solid-state-drive-with-heat-sink-agammixs70b-1t-cs-best-buy-129-99,$130,B&H Photo Video
Epson EcoTank ET-2800 All-in-One Color Printer $199 at Office Depot (now very YMMV for store pickup),https://slickdeals.net/f/15580177-epson-ecotank-et-2800-all-in-one-color-printer-199-at-office-depot-now-very-ymmv-for-store-pickup,$199,
"Anker USB C Hub for iPad Pro, PowerExpand Direct 6-in-1 USB C Adapter, with 60W Power Delivery, 4K HDMI, Audio, USB 3.0, SD and microSD Card Reader $39.99",https://slickdeals.net/f/15580249-anker-usb-c-hub-for-ipad-pro-powerexpand-direct-6-in-1-usb-c-adapter-with-60w-power-delivery-4k-hdmi-audio-usb-3-0-sd-and-microsd-card-reader-39-99,$39.99,Amazon
"MSI Vigor GK30 Water Resistant/Repellant Gaming Keyboard w/ RGB (""Floating"" Plunger Switches) $40",https://slickdeals.net/f/15580270-msi-vigor-gk30-water-resistant-repellant-gaming-keyboard-w-rgb-floating-plunger-switches-40,$40,Amazon
Sabrent 4-Port USB 3.0 Slim Hub w/ 2' Cable,https://slickdeals.net/f/15577933-sabrent-4-port-usb-3-0-slim-hub-w-2-cable-10,$10,Amazon
Hyperx Broadcast Bundle - Quadcast Microphone and Cloud II Headset - $150 @ Costco $149.99,https://slickdeals.net/f/15580237-hyperx-broadcast-bundle-quadcast-microphone-and-cloud-ii-headset-150-costco-149-99,$149.99,
Corsair K60 RGB Pro Wired Keyboard + Mouse Gaming Bundle (2021 Edition),https://slickdeals.net/f/15577900-corsair-pro-gaming-bundle-2021-edition-k60-rgb-pro-m55-rgb-pro-mm300-mouse-pad-black-74-99-w-free-shipping-best-buy-74-99,$75,eBay
"LG Ultra PC Laptop: 13.3"" 1080p, Ryzen 7 4700U, 16GB RAM, 256GB SSD, 2.16-lbs",https://slickdeals.net/f/15577882-lg-ultra-pc-laptop-13-3-1080p-ryzen-7-4700u-16gb-ram-256gb-nvme-ssd-2-1-lbs-699-free-s-h-at-buydig-less-w-sd-cashback,$699,
Seagate 16TB HDD Exos X16 7200 RPM 512e/4Kn SATA 6Gb/s 256MB Cache 3.5-Inch Enterprise Hard Drive (ST16000NM001G) $291.62 at Amazon,https://slickdeals.net/f/15577576-seagate-16tb-hdd-exos-x16-7200-rpm-512e-4kn-sata-6gb-s-256mb-cache-3-5-inch-enterprise-hard-drive-st16000nm001g-291-62-at-amazon,$291.62,Amazon
CyberPower 1350VA/810Watts Simulated Sine Wave UPS Battery Backup with Surge Protection $99.99,https://slickdeals.net/f/15578449-cyberpower-1350va-810watts-simulated-sine-wave-ups-battery-backup-with-surge-protection-99-99,$99.99,Costco Wholesale
Pixio PX273 27 inch 165Hz FHD 1920 x 1080p 4000:1 Contrast sRGB 95% 165Hz 1ms FreeSync Premium Gaming Monitor for $169.99 + FS,https://slickdeals.net/f/15578905-pixio-px273-27-inch-165hz-fhd-1920-x-1080p-4000-1-contrast-srgb-95-165hz-1ms-freesync-premium-gaming-monitor-for-169-99-fs,$169.99,Newegg
Pixio PX273 Prime 27 inch 165Hz FHD 1920 x 1080 DCI-P3 86% 165Hz 1ms GTG FAST IPS FreeSync Premium Gaming Monitor $229.99,https://slickdeals.net/f/15579139-pixio-px273-prime-27-inch-165hz-fhd-1920-x-1080-dci-p3-86-165hz-1ms-gtg-fast-ips-freesync-premium-gaming-monitor-229-99,$229.99,Newegg
"Microsoft Surface Go Type Cover (fits Surface Go 1, 2, or 3) $59.00",https://slickdeals.net/f/15576652-microsoft-surface-go-type-cover-fits-surface-go-1-2-or-3-59-00,$59,Amazon
"Logitech iPad (7th, 8th and 9th generation) Keyboard Case $79.99",https://slickdeals.net/f/15575713-logitech-ipad-7th-8th-and-9th-generation-keyboard-case-79-99,$79.99,Amazon
"Samsung EPP/EDU: 27"" Samsung LS27A800UNNXZA 4K UHD HDR Monitor",https://slickdeals.net/f/15574255-27-s80ua-uhd-high-resolution-monitor-with-usb-c-monitors-ls27a800ujnxgo-samsung-us-235-19,$235.20,
NETGEAR Wireless Access Point (WAX214PA) - WiFi 6 Dual-Band AX1800 $94.99,https://slickdeals.net/f/15575863-netgear-wireless-access-point-wax214pa-wifi-6-dual-band-ax1800-94-99,$94.99,Dell Home & Office
"Pre-Sale Minisforum UM350 Mini PC: Ryzen 5 3550H, 2x DDR4 Slot, 1x M.2 2280, 1x 2.5"" Bay, 3x 4k@60Hz Out @ $269 & More",https://slickdeals.net/f/15574990-pre-sale-minisforum-um350-mini-pc-ryzen-5-3550h-2x-ddr4-slot-1x-m-2-2280-1x-2-5-bay-3x-4k-60hz-out-269-more,$269,
"Alienware 27 inch Gaming Monitor - AW2721D (Latest Model) - 240Hz, QHD, Fast IPS Monitor with VESA DisplayHDR 600, NVIDIA G-SYNC Ultimate Certification - $699.99",https://slickdeals.net/f/15574987-alienware-27-inch-gaming-monitor-aw2721d-latest-model-240hz-qhd-fast-ips-monitor-with-vesa-displayhdr-600-nvidia-g-sync-ultimate-certification-699-99,$699.99,Amazon
ASUS RT-AX86U AX5700 Dual Band WiFi 6 Gaming Router $250 + Free Shipping,https://slickdeals.net/f/15574033-asus-rt-ax86u-ax5700-dual-band-wifi-6-gaming-router-250-free-shipping,$249.99,Amazon
"Lenovo ThinkBook 13s G3, 13.3"" WQXGA, Ryzen 7 5800U, 16GB, 512GB SSD, W10P FS $779.99",https://slickdeals.net/f/15573277-lenovo-thinkbook-13s-g3-13-3-wqxga-ryzen-7-5800u-16gb-512gb-ssd-w10p-fs-779-99,$779.99,
NETGEAR MK6W Nighthawk Dual-Band WiFi 6 AX1500 Mesh System (Router + 2 Satellites) $154 AC @ Walmart,https://slickdeals.net/f/15574525-netgear-mk6w-nighthawk-dual-band-wifi-6-ax1500-mesh-system-router-2-satellites-154-ac-walmart,$155,Walmart
"TurboTax Business 2021 Turbo Tax - Partnerships, LLCs, Corporations $104.99 at Amazon",https://slickdeals.net/f/15573823-turbotax-business-2021-turbo-tax-partnerships-llcs-corporations-104-99-at-amazon,$104.99,Amazon
"Lenovo IdeaPad 3i Laptop, 15.6"" Screen, Intel Core i3, 8GB Memory, 1TB Hard Drive, Wi-Fi 6, Windows 11, 82H801ELUS - $429.99 w/ Free Shipping @ Office Depot",https://slickdeals.net/f/15573793-lenovo-ideapad-3i-laptop-15-6-screen-intel-core-i3-8gb-memory-1tb-hard-drive-wi-fi-6-windows-11-82h801elus-429-99-w-free-shipping-office-depot,$429.99,Office Depot and OfficeMax
"Western Digital 4TB WD Blue PC Hard Drive HDD - 5400 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD40EZAZ",https://slickdeals.net/f/15574276-western-digital-4tb-wd-blue-pc-hard-drive-hdd-5400-rpm-sata-6-gb-s-256-mb-cache-3-5-wd40ezaz,$64.99,eBay
Logitech MX Master 3 Advanced Wireless Mouse - $75.99,https://slickdeals.net/f/15573109-logitech-mx-master-3-advanced-wireless-mouse-75-99,$75.99,Amazon
"GIGABYTE G5 MD-51US123SH Gaming Laptop: 15.6"" FHD 144Hz IPS, i5-11400H, RTX 3050Ti, 16GB RAM, 512GB SSD (AR) $849",https://slickdeals.net/f/15573097-gigabyte-g5-md-51us123sh-gaming-laptop-15-6-fhd-144hz-ips-i5-11400h-rtx-3050ti-16gb-ram-512gb-ssd-ar-849,$849,Newegg
